Situação;Descrição;Código;Código NCM;CEST;Peso Líquido;Peso Bruto;Altura;Largura;Profundidade;Marca;Modelo;Prazo de calibração;Dias de Crossdocking;Cupom Fiscal (PDV);Marketplace;Tipo do Item (Bloco K);Características
Ativo;RELOGIO COMPARADOR KINGTOOLS 3619041 0-10mm 0,34 KG (PAT0358);PAT0358;9031.80.99;;0;0;0;0;0;KINGTOOLS;3619041;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 0-10mm, Número de Série: 3619041, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;MICROMETRO EXTERNO 16068265 75-100MM (PAT0362);PAT0362;9017.30.10;08.021.00;0;0;0;0;0;NÃO INFORMADO;16068265;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 75-100mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;MICROMETRO EXTERNO DIGIMESS 15128203 50-75mm  - 0,2 x 0,1 x 0,03CM-0,575 KG (PAT0363);PAT0363;9017.30.10;08.021.00;0;0;0;0;0;DIGIMESS;;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 50-75mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;RETIFICA BOSCH - GGS 28 - 500W (PAT0380);PAT0380;8467.29.99;;0;0;0;0;0;BOSCH;GGS 28;0;0;Não;Não;08 - Ativo Imobilizado;
Inativo;RETIFICA BOSCH (PAT0381);PAT0381;8467.29.99;;0;0;0;0;0;BOSCH;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;MINI ALICATE AMPERIMETRO DIGITAL MINIPA ET-3100 600V AC/DC  - 15X 6,5X3,4CM - 0,1KG (PAT0383);PAT0383;9030.33.29;;0;0;0;0;0;MINIPA;ET-3100;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 600V AC/DC, Voltagem: 600V, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;MINI ALICATE AMPERIMETRO DIGITAL MINIPA ET-3100 600V AC/DC - 15X6,5X3,4CM - 0,1KG (PAT0384);PAT0384;9030.33.29;;0;0;0;0;0;MINIPA;ET-3100  600V;0;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: 600V - 200, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 05/05/2025, Data da Próxima Calibração: 05/05/2026
Ativo;MEGOHMETRO COM IMP MEGABRAS MD-5060X 5KV - 27,4X25X12,4CM - 3,6KG (PAT0385);PAT0385;9030.39.90;;0;0;0;0;0;MEGABRAS;MD-5060X;0;0;Não;Não;08 - Ativo Imobilizado;Voltagem: 5.000 V, Número de Série: UM3124D, Faixa de Medição: 5 KV, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 27/11/2025, Data da Próxima Calibração: 27/11/2026
Inativo;TERMO-HIGROMETRO MINIPA MT-241A 0 °C a 50 °C  - 7,7 x 13 x 2,3CM-0,120 Kg (PAT0386);PAT0386;9030.90.90;;0;0;0;0;0;MINIPA;;2;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 1793530, Faixa de Medição: 0 °C a 50 °C, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 31/10/2024, Data da Próxima Calibração: 31/10/2025
Ativo;TERMO-HIGROMETRO MINIPA MT-241A 0 °C A 50 °C - 7,8X13X2,3CM - 0,1KG (PAT0387);PAT0387;9030.90.90;;0;0;0;0;0;MINIPA;MT-241A;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 2442914, Faixa de Medição: -10 °C a 50 °C, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 08/03/2025, Data da Próxima Calibração: 08/03/2026
Ativo;TERMO-HIGROMETRO MINIPA MT-241A 0 °C A 50 °C - 7,8X13X2,3CM - 0,1KG (PAT0388);PAT0388;9030.90.90;;0;0;0;0;0;MINIPA;MT-241A;365;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 2070335, Faixa de Medição: 0 °C a 50 °C, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 07/02/2025, Data da Próxima Calibração: 07/02/2026
Ativo;PAQUIMETRO ZAAS 1002 0-300MM- 0,6KG (PAT0389);PAT0389;9017.30.20;08.021.00;0;0;0;0;0;ZAAS PRECISION;NÃO INFORMADO;365;0;Não;Não;08 - Ativo Imobilizado;Polegada: 0-300mm, Número de Série: Não identificado, Tipo: Mecânico, Faixa de Medição: 0-300mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 16/05/2025, Data da Próxima Calibração: 16/05/2026
Inativo;CALIBRE DE FOLGA KINGTOOLS 600011 - 0,05 A 1,00MM  - 10 x 4 x 2CM - 0,65KG (PAT0390);PAT0390;9017.30.90;08.021.00;0,65;0,65;2;4;10;KINGTOOLS;600011;365;0;Não;Não;08 - Ativo Imobilizado;Número de Série: Não identificado, Faixa de Medição: 0,05-1,00mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;CALIBRE DE FOLGA KINGTOOLS 600011- 0,05 A 1,00MM - 10 X 4 X 2CM - 0,65KG (PAT0391);PAT0391;9017.30.90;08.021.00;0;0;0;0;0;KINGTOOLS;6000011;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 0,05 - 1,00 mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Inativo;CALIBRE DE FOLGA KINGTOOLS 600011 - 0,05 A 1,00MM - 10 x 4 x 2CM - 0,65KG (PAT0392);PAT0392;9017.30.90;08.021.00;0;0;0;0;0;KINGTOOLS;;2;0;Não;Não;08 - Ativo Imobilizado;Polegada: 0,05 - 1,00 mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;COMPARADOR DE DIAMETRO DIGIMESS 130560 35-60MM - 0,9KG (PAT0393);PAT0393;9031.80.99;;0;0;0;0;0;DIGIMESS;130560;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 35-60mm, Número de Série: 130560, Faixa de Medição: 35-60mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 14/07/2025, Data da Próxima Calibração: 14/07/2026
Inativo;COMPARADOR DE DIAMETRO DIGIMESS 130562 50-160mm 1,08 KG (PAT0394);PAT0394;9031.80.99;;0;0;0;0;0;DIGIMESS;130562;2;0;Não;Não;08 - Ativo Imobilizado;Polegada: 50-160mm, Número de Série: 924132, Faixa de Medição: 50-160mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 14/07/2025, Data da Próxima Calibração: 14/07/2026
Inativo;RELOGIO COMPARADOR - KINGTOOLS - 88221 - 506610 - 0,01mm - 0,118 KG (PAT0395);PAT0395;9031.80.99;;0;0;0;0;0;KINGTOOLS;;2;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: 0,01mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;RELOGIO COMPARADOR DIGIMESS 121320 0,001MM - 0,34KG (PAT0397);PAT0397;9031.80.99;;0;0;0;0;0;DIGIMESS;121320;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 0,001 mm, Número de Série: 103448, Faixa de Medição: 0,001mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 14/07/2025, Data da Próxima Calibração: 14/07/2026
Ativo;RELOGIO COMPARADOR DIGIMESS 121320 - 0,001MM - 0,1KG (PAT0398);PAT0398;9031.80.99;;0,1;0,1;0;0;0;DIGIMESS;121320;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 103547, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;SUPORTE PARA RELOGIO KINGTOOLS 506610 - 1,5KG;PAT0399;8205.59.00;;0;0;0;0;0;KINGTOOLS;506610;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;SUPORTE PARA RELOGIO KINGTOOLS 506610 - 1,5KG (PAT0400);PAT0400;8205.59.00;;0;0;0;0;0;KINGTOOLS;506610;0;0;Não;Não;08 - Ativo Imobilizado;Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;SUPORTE PARA RELOGIO KINGTOOLS 506610 - 1,5KG (PAT0401);PAT0401;8205.59.00;;0;0;0;0;0;KINGTOOLS;506610;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;SUPORTE PARA MICROMETRO DIGIMESS 300002 - 1,2KG (PAT402);PAT0402;8205.59.00;;0;0;0;0;0;DIGIMESS;300002;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;SUPORTE PARA MICROMETRO DIGIMESS 300.002 - 1,2 KG (PAT403);PAT0403;8205.59.00;;0;1,26;0;0;0;DIGIMESS;;0;0;Não;Não;08 - Ativo Imobilizado;Tipo: Mecânico
Ativo;MICROMETRO EXTERNO TRAMONTINA 50-75mm  - 0,2X0,1X0,03CM - 0,5KG (PAT0404);PAT0404;9017.30.10;08.021.00;0;0;0;0;0;TRAMONTINA;44542/003;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 50-75mm, Número de Série: 140274949, Faixa de Medição: 50-75mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 26/06/2025, Data da Próxima Calibração: 26/06/2026
Ativo;MICROMETRO EXTERNO DIGIMESS 200526857 50-75mm  - 0,2 x 0,1 x 0,03CM-0,575 KG (PAT0405);PAT0405;9017.30.10;08.021.00;0;0;0;0;0;DIGIMESS;;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 50-75mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;MICROMETRO EXTERNO DIGIMESS 191023200 125-150MM (PAT0406);PAT0406;9017.30.10;08.021.00;0;0;0;0;0;DIGIMESS;191023200;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 125-150mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;MICROMETRO EXTERNO DIGIMESS 200376123 150-175MM (PAT0407);PAT0407;9017.30.10;08.021.00;0;0;0;0;0;DIGIMESS;200376123;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 150-175mm, Número de Série: 200376123, Faixa de Medição: 150-175mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 24/06/2025, Data da Próxima Calibração: 24/06/2026
Ativo;MICROMETRO EXTERNO DIGIMESS 200443038 175-200mm-1,950 KG (PAT0408);PAT0408;9017.30.10;08.021.00;0;0;0;0;0;DIGIMESS;;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 175-200mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;PAQUIMETRO TRAMONTINA PRO 20100401 0-300mm -0,6KG (PAT0409);PAT0409;9017.30.20;08.021.00;0;0;0;0;0;TRAMONTINA;;2;0;Não;Não;08 - Ativo Imobilizado;Polegada: 0-300mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;PAQUIMETRO TRAMONTINA PRO 0-300MM - 0,6KG (PAT0410);PAT0410;9017.30.20;08.021.00;0;0;0;0;0;TRAMONTINA;20100369;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 0-300mm, Número de Série: 20100369, Faixa de Medição: 0-300mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 31/03/2025, Data da Próxima Calibração: 31/03/2026
Inativo;PAQUIMETRO TRAMONTINA PRO-44540005 0-300mm -0,600KG (PAT0411);PAT0411;9017.30.20;08.021.00;0;0;0;0;0;TRAMONTINA;PRO-44540005;2;0;Não;Não;08 - Ativo Imobilizado;Polegada: 0-300mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Inativo;PAQUIMETRO TRAMONTINA PRO-44540005 0-300mm -0,600KG (PAT0412);PAT0412;9017.30.20;08.021.00;0;0,6;0;0;0;TRAMONTINA PRO;PRO-44540005;2;0;Não;Não;08 - Ativo Imobilizado;Polegada: 0-300mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Situação de uso: NÃO APTO
Ativo;ESQUADRO COMBINADO DIGMESS (PAT0414);PAT0414;9030.90.90;;0;0;0;0;0;DIGIMESS;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: Não informado, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: Dispensa calibração
Ativo;COMPARADOR DE DIAMETRO KINGTOOLS 9722907 06-10mm 1 KG (PAT0415);PAT0415;9031.80.99;;0;0;0;0;0;KINGTOOLS;9722907;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 06-10mm, Número de Série: 9722907, Faixa de Medição: 06-10mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 14/07/2025, Data da Próxima Calibração: 14/07/2026
Inativo;COMPARADOR DE DIAMETRO KINGTOOLS 9722871 06-10mm 1 KG (PAT0416);PAT0416;9031.80.99;;0;0;0;0;0;;;2;0;Não;Não;08 - Ativo Imobilizado;Polegada: 06-10mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;COMPARADOR DE DIAMETRO KINGTOOLS 510013 250-450MM - 5KG (PAT0417);PAT0417;9031.80.99;;0;0;0;0;0;KINGTOOLS;510013;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 250-450mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;MEGOHMETRO INSTRUM IN122141-29209 (PAT0419);PAT0419;9030.39.90;;0;0;0;0;0;INSTRUM;IN122141-29209;0;0;Não;Não;08 - Ativo Imobilizado;Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Inativo;MEGOHMETRO INSTRUM IN122141-29209 (PAT0420);PAT0420;9030.39.90;;0;0;0;0;0;INSTRUM;IN 122141-29209;2;0;Não;Não;08 - Ativo Imobilizado;Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;PAQUIMETRO DIGIMESS  14040542 - 0-200MM-0,35KG (PAT0421);PAT0421;9017.30.20;08.021.00;0;0;0;0;0;DIGIMESS;14040542;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 0-200mm, Número de Série: 92324, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;PAQUIMETRO TRAMONTINA PRO 14040139 0-200mm-0,350KG (PAT0422);PAT0422;9017.30.20;08.021.00;0;0,35;0;0;0;TRAMONTINA PRO;14040139;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 14040139, Faixa de Medição: 0-200mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 12/03/2024, Data da Próxima Calibração: 12/03/2025
Inativo;PAQUIMETRO TRAMONTINA PRO 14040131 0-200mm-0,350KG (PAT0423);PAT0423;9017.30.20;08.021.00;0;0;0;0;0;;;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 0-200mm, Tipo: Mecânico, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 23/12/2025, Data da Próxima Calibração: 23/12/2026, Situação de uso: APTO
Inativo;TORQUIMETRO DE ESTALO TRAMONTINA PRO 194169-21-00068 60 - 340 Nm  - 66 x 8 x 7CM - 2,3 KG (PAT0424);PAT0424;8204.11.00;;0;0;0;0;0;TRAMONTINA PRO;194169-21-00068;2;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 194169-21-00068, Faixa de Medição: 60 - 340 Nm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Situação de uso: NÃO APTO
Ativo;MICROMETRO EXTERNO TRAMONTINA PRO 0-25MM - 0,13X0,07X0,04CM - 0,3KG (PAT0425);PAT0425;9017.30.10;08.021.00;0,3;0,3;0;0;0;TRAMONTINA PRO;44542;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 170485500, Faixa de Medição: 0-25mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 28/05/2024, Data da Próxima Calibração: 28/05/2025
Ativo;MICROMETRO EXTERNO TRAMONTINA PRO 170527686 0-25mm  - 0,13 x 0,07 x 0,04CM-0,302  KG (PAT0426);PAT0426;9017.30.10;08.021.00;0;0;0;0;0;TRAMONTINA PRO;170527686;2;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 170527686, Faixa de Medição: 0-25mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 18/03/2024, Data da Próxima Calibração: 18/03/2025
Inativo;RETIFICADEIRA RETA BOSCH GGS 28 500 W  - 37,5 x 8 x 7,5CM-1,7 KG (PAT0427);PAT0427;8467.29.99;;0;0;0;0;0;BOSCH;GGS 28;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 500 W, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Inativo;RETIFICADEIRA RETA BOSCH GGS 28 500 W  - 37,5 x 8 x 7,5CM-1,7 KG (PAT0428);PAT0428;8467.29.99;;0;0;0;0;0;BOSCH;GGS 28;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 500 W
Inativo;RETIFICADEIRA RETA BOSCH GGS 28 500 W  - 37,5 x 8 x 7,5CM-1,7 KG (PAT0429);PAT0429;8467.29.99;;0;0;0;0;0;BOSCH;GGS 28;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 500 W
Ativo;COMPARADOR DE DIAMETRO KT 510001 10-18MM - 1KG (PAT0430);PAT0430;9031.80.99;;0;0;0;0;0;KT;KT 510001;0;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: 10 a 18mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 28/11/2025, Data da Próxima Calibração: 28/11/2026
Inativo;MULTIMETRO DIGITAL FLUKE 15B+  AC/DC  - 18,3 x 9,1 x 4,95CM - 0,455KG (PAT0431);PAT0431;9030.31.00;21.119.00;0;0;0;0;0;FLUKE;15B+  AC/DC;2;0;Não;Não;08 - Ativo Imobilizado;Polegada: AC/DC, Voltagem: 600 V, Número de Série: 54579401WS, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 06/02/2023, Data da Próxima Calibração: 06/02/2024
Ativo;MULTIMETRO DIGITAL FLUKE 15B+ 600 V AC/DC - 18,3x9,1x4,9CM - 0,4KG (PAT0432);PAT0432;9030.31.00;;0;0;0;0;0;FLUKE;15B+ AC/DC;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: AC/DC, Voltagem: 600 V, Número de Série: 54579358WS, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 23/06/2025, Data da Próxima Calibração: 23/06/2026
Ativo;MULTIMETRO DIGITAL FLUKE 15B+ 600 V AC/DC - 18,3x9,1x4,9CM - 0,4KG (PAT0433);PAT0433;9030.31.00;;0;0;0;0;0;FLUKE;15B+ AC/DC;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: AC/DC, Voltagem: 600 V, Número de Série: 54579392WS, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 31/03/2025, Data da Próxima Calibração: 31/03/2026
Ativo;MULTIMETRO DIGITAL FLUKE 15B+ 600 V AC/DC - 18,3x9,1x4,9CM - 0,4KG (PAT0434);PAT0434;9030.31.00;;0;0;0;0;0;FLUKE;15B+ AC/DC;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: AC/DC, Voltagem: 600 V, Número de Série: 54579392WS, Faixa de Medição: 1000V, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 24/11/2025, Data da Próxima Calibração: 24/11/2026
Ativo;MULTIMETRO DIGITAL FLUKE 107 600V AC/CC - 14,2X6,9X2,8CM - 0,2KG (PAT0436);PAT0436;9030.31.00;21.119.00;0;0;0;0;0;FLUKE;107;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 55061529WS, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 06/11/2024, Data da Próxima Calibração: 06/11/2025
Ativo;ALICATE AMPERIMETRO DIGITAL FLUKE 325 MPP  600V AC/DC  - 28 X 5,8 X 28CM - 0,3KG (PAT0438);PAT0438;9030.33.29;;0;0;0;0;0;FLUKE;325 MPP;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 600V AC/DC, Voltagem: 600 V, Número de Série: 55851112MV, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 28/02/2024, Data da Próxima Calibração: 28/02/2025
